"purchase_date","item_id","item_name","quantity","total_price","promo_id","promo_name","price_deduction","price_after_promo"
"2022-08-06",135,"Cash Drawer Laci Kasir EPPOS 37x33CM RJ11 4K3C",3,780000,2,"GRATIS_ONGKIR",5000,775000
"2022-08-06",43,"Maxim Tools Can Opener - Pembuka Kaleng Stainless Steel",3,166650,2,"GRATIS_ONGKIR",5000,161650
"2022-08-06",178,"LIVEHAF - Waze Denim Jacket Black - M",3,689997,2,"GRATIS_ONGKIR",5000,684997
"2022-08-06",18,"MIYAKO Dispenser Panas & Normal WD-185H",3,375000,2,"GRATIS_ONGKIR",5000,370000
"2022-08-06",335,"Skintific Cover All Perfect Cushion SPF 35 PA+++Foundation Flawless - Ivory- Refill",1,137000,NULL,NULL,NULL,NULL
"2022-08-06",223,"Jaket Tactical Pria Jaket Tad Free Logo Indonesia Garuda Anti Angin - Crem, M",3,374700,2,"GRATIS_ONGKIR",5000,369700
"2022-08-06",104,"plastik laminating f4 100 micron/harga per 10 lembar /pcs",1,10000,NULL,NULL,NULL,NULL
"2022-08-06",289,"Baju Inner Tanpa Lengan Sleeveless - Atasan Daleman Busui / Blazer - Hitam, L",1,55000,NULL,NULL,NULL,NULL
"2022-08-06",332,"L'Oreal Paris Infallible 24H Matte Cover Foundation - 147 Neutral Bei",1,166500,NULL,NULL,NULL,NULL
"2022-08-06",83,"Pen Laser Pointer 5mw Warna Merah Beam Laser Merah Pointer Pen Pulpen",2,36800,2,"GRATIS_ONGKIR",5000,31800
"2022-08-06",94,"Fingerprint ICON 16 Mesin Absensi Sidik Jari seperti FINGER PRINT A3",3,1245000,NULL,NULL,NULL,NULL
"2022-08-06",205,"Hooligans Harrington Jacket Harry 21.1 Black - S",2,410000,NULL,NULL,NULL,NULL
"2022-08-06",327,"Bless Acne Face Powder - IVORY",1,77250,2,"GRATIS_ONGKIR",5000,72250
"2022-08-06",239,"KANI VEST KNIT/ROMPI RAJUT WANITA - lilac",2,71000,2,"GRATIS_ONGKIR",5000,66000
"2022-08-06",221,"Hoodie Jumper Jaket Sweater Polos Unisex - Abu Muda",3,168000,NULL,NULL,NULL,NULL
"2022-08-06",366,"Hanasui Perfect Cheek Blush & Go Powder / hanasui blushon / hanasui bl - Pink",3,77370,2,"GRATIS_ONGKIR",5000,72370
"2022-08-06",197,"X Urband Absolute Jaket Varsity Waterproof Baseball Bordir A218 - NAVY, M",3,375000,2,"GRATIS_ONGKIR",5000,370000
"2022-08-06",165,"CELANA TACTICAL PASPAMPRES ORIGINAL DESAIN",2,520000,2,"GRATIS_ONGKIR",5000,515000
"2022-08-06",332,"L'Oreal Paris Infallible 24H Matte Cover Foundation - 147 Neutral Bei",1,166500,2,"GRATIS_ONGKIR",5000,161500
"2022-08-06",386,"SCABIMITE CREAM 30GR",1,73000,2,"GRATIS_ONGKIR",5000,68000
"2022-08-06",28,"GEA HALLEY W Dispenser Galon Bawah - Hitam",2,3318000,2,"GRATIS_ONGKIR",5000,3313000
"2022-08-06",309,"Luxcrime Glow-Getter Dewy Setting Spray - 150 ml",2,262240,2,"GRATIS_ONGKIR",5000,257240
"2022-08-06",244,"CARDIGAN PREMIUM HOT BERSHKA WANITA PREMIUM KNIT - CARDIGAN WANITA - MUSTARD",1,49500,2,"GRATIS_ONGKIR",5000,44500
"2022-08-06",324,"Evian Facial Spray [50/150/300ml] 100% ORI BPOM - 50ml",3,200700,NULL,NULL,NULL,NULL
"2022-08-06",113,"Mesin Laminating A4 / F4 ( 230 mm ) 822 Fitur Combo Laminating + Paper",3,555000,NULL,NULL,NULL,NULL
"2022-08-06",146,"Joyko Price Labeller 1 BARIS / Alat Label Harga Cetak Lebel MX-5500M",2,83980,NULL,NULL,NULL,NULL
"2022-08-06",193,"jaket pria musim dingin/mantel panjang tebal/long coat pria - Cream, S",2,387600,NULL,NULL,NULL,NULL
"2022-08-06",286,"Rompi Rajut Wanita Knit Vest Vneck Variasi List Nathaniya - NOSH - Krem, S",3,136500,NULL,NULL,NULL,NULL
"2022-08-06",333,"PIXY Make it Glow Skin Primer 101 Beige",2,116000,2,"GRATIS_ONGKIR",5000,111000
"2022-08-06",71,"Roda kulkas Alas kulkas Alas mesin cuci alas lemari es Doble roda",3,465000,2,"GRATIS_ONGKIR",5000,460000
"2022-08-06",157,"JAKET BOLAK BALIK BB OUTERWEAR OUTWEAR PRIA SPORTY RUNNING WATERPROOF - Maroon, M",1,140000,2,"GRATIS_ONGKIR",5000,135000
"2022-08-06",120,"Kartu Proximity RFID EM Card 125KHz",3,5070,2,"GRATIS_ONGKIR",5000,70
"2022-08-07",415,"TERMURAH JELLY JELY JELI GAMAT GOLD G GOLJI 320ML ORIGINAL 100%",3,255000,NULL,NULL,NULL,NULL
"2022-08-07",256,"F BRAND FASHION JAKET WINTER TEBAL WANITA MUSIM DINGIN/JAKET KOREA - moca, M",2,475000,NULL,NULL,NULL,NULL
"2022-08-07",76,"Deli Paper Shredder Penghancur Kertas Manual A4 Uk 4 Liter 9935",1,231000,NULL,NULL,NULL,NULL
"2022-08-07",7,"Timbangan Dapur Mangkok / Timbangan Digital - Digital Electronic Kitch",1,29900,2,"GRATIS_ONGKIR",5000,24900
"2022-08-07",103,"Super Power Laser Pointer Green Beam (Bahan metal)",2,230000,NULL,NULL,NULL,NULL
"2022-08-07",389,"STERIMAR BABY NASAL SPRAY 50ML / BAYI / OBAT BAYI / BATUK / FLU",1,159600,NULL,NULL,NULL,NULL
"2022-08-07",368,"MOP - Microblur Translucent Loose Powder",2,318000,2,"GRATIS_ONGKIR",5000,313000
"2022-08-07",201,"Jaket Pria Kasual Parasut Nyaman, Keren & Terjangkau - Hitam No Logo, XL",2,300000,2,"GRATIS_ONGKIR",5000,295000
"2022-08-07",105,"Kartu Nama 2 Sisi Dengan Laminating - GLOSSY, PTG LANCIP",2,119998,NULL,NULL,NULL,NULL
"2022-08-07",28,"GEA HALLEY W Dispenser Galon Bawah - Hitam",1,1659000,2,"GRATIS_ONGKIR",5000,1654000
"2022-08-07",86,"Fingerprint ICON 16 Mesin Absensi Sidik Jari SSR Original",1,415000,NULL,NULL,NULL,NULL
"2022-08-07",388,"BENOSON N KRIM 15 GRAM",2,81368,2,"GRATIS_ONGKIR",5000,76368
"2022-08-07",61,"Pompa sirup monin 8 ml, syrup pump, pompa syrup, pompa botol sirup - Hitam",1,9900,2,"GRATIS_ONGKIR",5000,4900
"2022-08-07",176,"LIVEHAF - Trucker Canvas Jacket Light Cream - M",2,399998,2,"GRATIS_ONGKIR",5000,394998
"2022-08-07",404,"OBAT BATUK IBU DAN ANAK 300 ml / NIN JIOM PEI PA KOA / OBIDA 300 ml",1,69900,2,"GRATIS_ONGKIR",5000,64900
"2022-08-07",122,"Laser Pointer Pen Wireless Presenter voice control 50m page turning - battery",3,384000,2,"GRATIS_ONGKIR",5000,379000
"2022-08-07",335,"Skintific Cover All Perfect Cushion SPF 35 PA+++Foundation Flawless - Ivory- Refill",3,411000,NULL,NULL,NULL,NULL
"2022-08-07",432,"Callusol 10ml / obat kapalan / obat kutil / obat kulit mengeras",2,62000,2,"GRATIS_ONGKIR",5000,57000
"2022-08-07",112,"Senter Jarak Jauh Presentasi Rechargeable Green Laser Pointer 303",3,168000,2,"GRATIS_ONGKIR",5000,163000
"2022-08-07",206,"Cotton Goods Jacket Parka Parasut - ARMY, L",2,379800,NULL,NULL,NULL,NULL
"2022-08-07",303,"MAKE OVER Powerstay Demi-Matte Cover Cushion 15 g - N10 Marble",2,337500,2,"GRATIS_ONGKIR",5000,332500
"2022-08-07",365,"ESQA Highlighter - Mykonos",2,152000,2,"GRATIS_ONGKIR",5000,147000
"2022-08-07",340,"MAKE OVER POWERSTAY Color Correcting Primer 25 ml - Makeup Primer - Green",1,76000,2,"GRATIS_ONGKIR",5000,71000
"2022-08-07",50,"Timbangan Emas Digital Mini Kapasitas 0.1g/500g 0.01gr/200gram - 0.1g/500g",2,61998,2,"GRATIS_ONGKIR",5000,56998
"2022-08-07",431,"NaCl 500 ml ( Sodium Chloride Solution for infusion 0.9% ) [BOTOL]",1,9200,2,"GRATIS_ONGKIR",5000,4200
"2022-08-07",236,"Blazer Kerja Wanita Formal Lengan Panjang Hitam High Quality - Abu, S",1,65000,2,"GRATIS_ONGKIR",5000,60000
"2022-08-08",224,"FOG Essentials Back Velvet Text Sweatshirt Black - L",3,1437000,2,"GRATIS_ONGKIR",5000,1432000
"2022-08-08",426,"CANDESARTAN OGB DEXA MEDICA 16 MG BOX 30 TABLET",1,18693,NULL,NULL,NULL,NULL
"2022-08-08",145,"Penyangga laminating Holder Mesin Laminasi Roll A3",2,297040,2,"GRATIS_ONGKIR",5000,292040
"2022-08-08",442,"SUVESCO 10 MG BOX 20 TABLET",1,24796,NULL,NULL,NULL,NULL
"2022-08-08",101,"Fingerprint Mesin Absensi Solution P208",2,880000,NULL,NULL,NULL,NULL
"2022-08-08",167,"MSMO Bram Cardigan Pria / Outer Cowo - BW, M",2,318000,2,"GRATIS_ONGKIR",5000,313000
"2022-08-08",15,"W60 Pompa Galon Elektrik - Water Pump Electric - Pompa Air Elektrik",1,34000,2,"GRATIS_ONGKIR",5000,29000
"2022-08-08",334,"SKINTIFIC Cover All Perfect Cushion - 02 Ivory",2,356644,2,"GRATIS_ONGKIR",5000,351644
"2022-08-08",20,"ErJu Timbangan Dapur Mini Digital Platform Scale 1kg 0.1g",2,110000,2,"GRATIS_ONGKIR",5000,105000
"2022-08-08",101,"Fingerprint Mesin Absensi Solution P208",2,880000,2,"GRATIS_ONGKIR",5000,875000
"2022-08-08",207,"Jaket Rompi Vest Parasut - Rompi Bikers - Rompi Motor - Rompi Tebal - Green Army, L",3,390000,2,"GRATIS_ONGKIR",5000,385000
"2022-08-08",133,"Hand Operated Paper CD Card Shredder / Penghancur Kertas Manual - Blue - Biru",1,59800,NULL,NULL,NULL,NULL
"2022-08-08",322,"ESQA Flawless Liquid Mini Concealer - Vanilla",2,90000,NULL,NULL,NULL,NULL
"2022-08-08",225,"hoodie sweater H&M pria dan wanita/hoodie hnm polos pria wanita - Hitam, M",3,217500,2,"GRATIS_ONGKIR",5000,212500
"2022-08-08",303,"MAKE OVER Powerstay Demi-Matte Cover Cushion 15 g - N10 Marble",3,506250,2,"GRATIS_ONGKIR",5000,501250
"2022-08-08",199,"Rompi Hoodie Pelindung Dada / Rompi Motor Original PORTABLE unisex - Merah, M",3,420000,NULL,NULL,NULL,NULL
"2022-08-08",90,"Tissor T1100C Mesin Penghitung Uang - Alat Hitung Uang Money Counter - 1 unit T1100C",1,899900,2,"GRATIS_ONGKIR",5000,894900
"2022-08-08",275,"KAOS Rajut Wanita Turtleneck Full Leher Ecer - DUSTY PINK",3,164445,NULL,NULL,NULL,NULL
"2022-08-08",215,"Baju rompi lapangan/Outdoor Multifungsi - biru navy, M",1,75999,NULL,NULL,NULL,NULL
"2022-08-08",152,"Sweater Hoodie Jumper Premium-Sablon Custom Satuan Full Warna - Logo dada Kiri, M",3,222000,2,"GRATIS_ONGKIR",5000,217000
"2022-08-08",259,"CARDIGAN WANITA RAJUT OVERSIZE OUTWEAR - CARDIGAN KNIT - MAROON",2,124800,NULL,NULL,NULL,NULL
"2022-08-08",140,"125 kHz Clamshell UID RFID Proximity Card Tag Kartu Tebal Lubang",1,1400,2,"GRATIS_ONGKIR",5000,0
"2022-08-08",235,"OUTER WANITA CARDIGAN WANITA OUTER KIYOWO MOTIF LENGAN PANJANG BALON - navy",2,60000,NULL,NULL,NULL,NULL
"2022-08-08",164,"Jaket Semi Parka, Kemeja Semi Parka, Canvas Trucker - Black, M",1,135000,NULL,NULL,NULL,NULL
"2022-08-09",385,"LOHANKUO / LO HAN KUO INFUSION PEREDA PANAS DALAM TERMURAH TERLARIS",1,19900,NULL,NULL,NULL,NULL
"2022-08-09",119,"Logitech Spotlight Wireless Presentation Remote - presenter logitech - slate",2,3030000,NULL,NULL,NULL,NULL
"2022-08-09",224,"FOG Essentials Back Velvet Text Sweatshirt Black - L",2,958000,NULL,NULL,NULL,NULL
"2022-08-09",407,"CANDESARTAN OGB DEXA MEDICA 8 MG BOX 30 TABLET",3,39405,2,"GRATIS_ONGKIR",5000,34405
"2022-08-09",126,"Deli Mesin Absensi Sidik Jari bahasa indonesia - sampai 1000 E3960",1,480000,2,"GRATIS_ONGKIR",5000,475000
"2022-08-09",226,"Lumino Jaket Hoodie wanita - Jaket Parasut Hoodie Wanita - Mustard, M",2,92000,NULL,NULL,NULL,NULL
"2022-08-09",87,"Joyko Price Labeller 1 BARIS / Alat Label Harga Cetak Lebel MX-5500M",3,125970,NULL,NULL,NULL,NULL
"2022-08-09",406,"BEROTEC MDI 100 MCG INHALER",2,197938,NULL,NULL,NULL,NULL
"2022-08-09",443,"VITACID 0.1% KRIM 20 GRAM",3,155046,2,"GRATIS_ONGKIR",5000,150046
"2022-08-09",242,"Jaket Parka Wanita Lazea Muslimah Hijabers A104 - Mustard, L",2,258540,NULL,NULL,NULL,NULL
"2022-08-09",210,"Jaket Puffer X Urband Dreamer Cyborg - Marun, M",2,250200,2,"GRATIS_ONGKIR",5000,245200
"2022-08-09",22,"Timbangan digital gram Kitchen scale Timbangan kue buah SF-400 10KG",1,26888,NULL,NULL,NULL,NULL
"2022-08-09",388,"BENOSON N KRIM 15 GRAM",2,81368,NULL,NULL,NULL,NULL
"2022-08-09",59,"Starco Timbangan Dapur Digital Timbangan Kopi Digital i2000 3000g 3Kg",2,104000,2,"GRATIS_ONGKIR",5000,99000
"2022-08-09",282,"BAILEY CARDI RAJUT / CROP TOP ANGEL SHIRT CROPPED CARDIGAN - Putih",1,37900,2,"GRATIS_ONGKIR",5000,32900
"2022-08-09",143,"Deli Mesin Absen Sidik Jari 1000 kapasitas bahasa indonesia E3960",2,960000,2,"GRATIS_ONGKIR",5000,955000
"2022-08-09",376,"Salep Xi Yaopin Zhi Obat Oles Wasir Ambien Original",3,506997,NULL,NULL,NULL,NULL
"2022-08-10",313,"Luxcrime Ulti-Matte Oil Control Setting Spray - 50 ml",1,72680,2,"GRATIS_ONGKIR",5000,67680
"2022-08-10",177,"House of Smith Hoodie - Hofield Salmon 4 - XL",2,300000,NULL,NULL,NULL,NULL
"2022-08-10",60,"Holder Pengangkat Galon / Alat Angkat Air Galon Double Handle - Hijau",3,7140,2,"GRATIS_ONGKIR",5000,2140
"2022-08-10",261,"ECINOS: Oversized Blazer Set - Beige, Blazer only",2,398000,NULL,NULL,NULL,NULL
"2022-08-10",59,"Starco Timbangan Dapur Digital Timbangan Kopi Digital i2000 3000g 3Kg",3,156000,NULL,NULL,NULL,NULL
"2022-08-10",213,"Rompi Motor Polos X Urband A316 - Marun, M",3,255000,NULL,NULL,NULL,NULL
"2022-08-10",218,"Jaket Outdoor Waterproof Gunung Anti Air - Pleasur PETRO, M",3,359700,2,"GRATIS_ONGKIR",5000,354700
"2022-08-10",4,"Timbangan Kopi 3Kg / 0.1Gr Digital Timer V60 Drip Coffee Scale Premium",3,447000,2,"GRATIS_ONGKIR",5000,442000
"2022-08-10",192,"Jaket jubah pria wanita/ Jaket musim dingin/ Jaket musim salju - Hitam, S",1,295850,NULL,NULL,NULL,NULL
"2022-08-10",251,"CARDIGAN RAJUT LONG KNIT JUMBO XL-XXL CARDY PREMIUM JUMBO - MAROON",2,139800,2,"GRATIS_ONGKIR",5000,134800
"2022-08-10",417,"mGanik Multigrain Obat Penurun Gula Darah Kencing Manis ORIGINAL - Multigrain",1,275000,2,"GRATIS_ONGKIR",5000,270000
"2022-08-10",158,"Aerostreet Windbreaker Jaxton Jacket Abu Muda IBAAA - L",2,299800,2,"GRATIS_ONGKIR",5000,294800
"2022-08-10",260,"CARDIGAN OVERSIZE Wanita Polos Jumbo KEIKO Outer Kardigan - MOCCA",1,50000,2,"GRATIS_ONGKIR",5000,45000
"2022-08-10",326,"MAKE OVER Ultra Cover Liquid Matt Foundation 33 ml - Matte Foundation - 02 Pink Shade",2,270580,NULL,NULL,NULL,NULL
"2022-08-10",409,"SUVESCO 20 MG BOX 20 TABLET",1,39001,2,"GRATIS_ONGKIR",5000,34001
"2022-08-10",378,"Kapsul Ekstrak Albumin Ikan Gabus Kutuk Olimex Original BPOM Asli",3,435000,NULL,NULL,NULL,NULL
"2022-08-10",9,"Starcam Regulator Gas LPG Meter SC-23M Tekanan Rendah",3,311700,NULL,NULL,NULL,NULL
"2022-08-10",206,"Cotton Goods Jacket Parka Parasut - ARMY, L",2,379800,NULL,NULL,NULL,NULL
"2022-08-10",389,"STERIMAR BABY NASAL SPRAY 50ML / BAYI / OBAT BAYI / BATUK / FLU",3,478800,2,"GRATIS_ONGKIR",5000,473800
"2022-08-10",184,"House of Smith Jacket - Lasket Black 2 - 2XL",2,448000,NULL,NULL,NULL,NULL
"2022-08-10",429,"ALLOPURINOL HEXPHARM 100 MG BOX 100 TABLET",2,36374,NULL,NULL,NULL,NULL
"2022-08-10",433,"ATORVASTATIN 10MG TABLET 10'S gen-hj/KOLESTEROL/LEMAK DARAH",2,29600,2,"GRATIS_ONGKIR",5000,24600
"2022-08-10",231,"DUMA - RAMI CARDI GREEN - Size 1",3,1950000,NULL,NULL,NULL,NULL
"2022-08-10",193,"jaket pria musim dingin/mantel panjang tebal/long coat pria - Cream, S",2,387600,2,"GRATIS_ONGKIR",5000,382600
"2022-08-10",186,"sweater crewneck H&M basic polos original pria dan wanita full lebel - Hitam, M",2,121000,NULL,NULL,NULL,NULL
"2022-08-10",93,"GREEN LASER POINTER / LASER POINTER HIJAU 303",2,110000,2,"GRATIS_ONGKIR",5000,105000
"2022-08-10",61,"Pompa sirup monin 8 ml, syrup pump, pompa syrup, pompa botol sirup - Hitam",2,19800,NULL,NULL,NULL,NULL
"2022-08-10",397,"HISAMITSU - Bye Bye Fever Plester Kompres Demam BAYI | Byebye Fever",3,21000,2,"GRATIS_ONGKIR",5000,16000
"2022-08-10",47,"Pompa Galon Air Minum Elektrik Led - Dispenser Air Minum",1,22000,NULL,NULL,NULL,NULL
"2022-08-10",278,"Festa Jaune",3,450000,NULL,NULL,NULL,NULL
"2022-08-10",124,"GREEN LASER POINTER / LASER HIJAU POINTER / LASER 303",1,55000,NULL,NULL,NULL,NULL
"2022-08-10",122,"Laser Pointer Pen Wireless Presenter voice control 50m page turning - battery",1,128000,NULL,NULL,NULL,NULL
"2022-08-11",187,"SANRES SWEATER HOODIE DEWASA CEWEK COWOK HOODIE DISTRO BEAR - Putih, L",3,195000,NULL,NULL,NULL,NULL
"2022-08-11",5,"THOME Timbangan Dapur Digital 10kg /QUALITY Kitchen Scale Kue Makanan - Black",1,84750,2,"GRATIS_ONGKIR",5000,79750
"2022-08-11",228,"Outer Sweater Cardigan Fashionable Baju Atasan Wanita Import - Arowood, M",2,194000,NULL,NULL,NULL,NULL
"2022-08-11",223,"Jaket Tactical Pria Jaket Tad Free Logo Indonesia Garuda Anti Angin - Crem, M",1,124900,NULL,NULL,NULL,NULL
"2022-08-11",123,"Laminating Film Ukuran F4 Hombo",3,239850,NULL,NULL,NULL,NULL
"2022-08-11",251,"CARDIGAN RAJUT LONG KNIT JUMBO XL-XXL CARDY PREMIUM JUMBO - MAROON",3,209700,NULL,NULL,NULL,NULL
"2022-08-11",361,"Wardah Colorfit Cream Blush 3 g - Blush on - 01 Sand Coral",3,127980,2,"GRATIS_ONGKIR",5000,122980
"2022-08-11",135,"Cash Drawer Laci Kasir EPPOS 37x33CM RJ11 4K3C",2,520000,NULL,NULL,NULL,NULL
"2022-08-11",251,"CARDIGAN RAJUT LONG KNIT JUMBO XL-XXL CARDY PREMIUM JUMBO - MAROON",2,139800,NULL,NULL,NULL,NULL
"2022-08-11",230,"Jas Blazer Wanita Kerja Kantor Formal Kuliah Santai Terbaru Korea - Hitam, M",1,125000,2,"GRATIS_ONGKIR",5000,120000
"2022-08-11",200,"Rompi Maxim Ojol Bahan Waterproof - Kuning, M",3,207000,NULL,NULL,NULL,NULL
"2022-08-11",100,"RF Wireless Presenter Laser Pointer Presentasi Remote Control 2,4 GHz",3,143664,NULL,NULL,NULL,NULL
"2022-08-11",26,"REGULATOR WINN GAS W181 M LPG Tekanan Tinggi High Pressure + Meteran",2,149900,2,"GRATIS_ONGKIR",5000,144900
"2022-08-11",394,"ZESTMAG Madu Herbal Obat Maag, GERD Asam Lambung, Madu Magh Pencernaan",1,145000,2,"GRATIS_ONGKIR",5000,140000
"2022-08-11",102,"Mesin Penghitung Uang Kozure MC-101 Money Counter Kozure",1,894000,NULL,NULL,NULL,NULL
"2022-08-11",274,"Blazer Basic Wanita Korean Style Bahan Moscrepe L XL - Hitam, L",3,172500,NULL,NULL,NULL,NULL
"2022-08-11",181,"jaket ojol gr3@b standar",3,338850,NULL,NULL,NULL,NULL
"2022-08-11",324,"Evian Facial Spray [50/150/300ml] 100% ORI BPOM - 50ml",2,133800,NULL,NULL,NULL,NULL
"2022-08-11",263,"Jaket Bomber Gowes Import - orangee",1,138500,NULL,NULL,NULL,NULL
"2022-08-11",360,"SOMETHINC Under Control HD Blur Loose Setting Powder - Beige",3,345000,NULL,NULL,NULL,NULL
"2022-08-11",256,"F BRAND FASHION JAKET WINTER TEBAL WANITA MUSIM DINGIN/JAKET KOREA - moca, M",3,712500,2,"GRATIS_ONGKIR",5000,707500
"2022-08-11",262,"VS Victoria's Secret Robe SATIN Kimono BEST SELLER ORIGINAL SALE - GREY STRIPE",1,750000,NULL,NULL,NULL,NULL
"2022-08-11",129,"Kartu RFID 13,56 MHz S50 1K / M1fare compatible",1,1670,2,"GRATIS_ONGKIR",5000,0
"2022-08-11",53,"Regulator Winn Gas W-900 M Double Lock (Dengan Meteran)",2,195000,2,"GRATIS_ONGKIR",5000,190000
"2022-08-11",424,"AMLODIPINE BESILATE KIMIA FARMA 10 MG BOX 50 TABLET",1,12125,NULL,NULL,NULL,NULL
"2022-08-11",192,"Jaket jubah pria wanita/ Jaket musim dingin/ Jaket musim salju - Hitam, S",1,295850,2,"GRATIS_ONGKIR",5000,290850
"2022-08-11",228,"Outer Sweater Cardigan Fashionable Baju Atasan Wanita Import - Arowood, M",3,291000,2,"GRATIS_ONGKIR",5000,286000
"2022-08-11",141,"cetak id card satuan",3,11250,2,"GRATIS_ONGKIR",5000,6250
"2022-08-11",263,"Jaket Bomber Gowes Import - orangee",3,415500,NULL,NULL,NULL,NULL
"2022-08-11",424,"AMLODIPINE BESILATE KIMIA FARMA 10 MG BOX 50 TABLET",2,24250,2,"GRATIS_ONGKIR",5000,19250
"2022-08-12",314,"FOCALLURE Highlighter & Contour Multi Stick FA01 - 02 GOLDEN",3,99000,2,"GRATIS_ONGKIR",5000,94000
"2022-08-12",336,"MAKE OVER Powerstay 24H Weightless Liquid Foundation 40ml - Foundation - W30 Creme Beige",3,442260,2,"GRATIS_ONGKIR",5000,437260
"2022-08-12",158,"Aerostreet Windbreaker Jaxton Jacket Abu Muda IBAAA - L",2,299800,NULL,NULL,NULL,NULL
"2022-08-12",345,"Mireya The Art Flawless Setting Spray",3,137700,2,"GRATIS_ONGKIR",5000,132700
"2022-08-12",105,"Kartu Nama 2 Sisi Dengan Laminating - GLOSSY, PTG LANCIP",2,119998,2,"GRATIS_ONGKIR",5000,114998
"2022-08-12",354,"YOU Noutriwear+ Flawless Cushion Foundation - REFILL-N508",3,297000,2,"GRATIS_ONGKIR",5000,292000
"2022-08-12",34,"ES Rak Cuci Piring Rak Dapur Rak Serbaguna Rak Meja Multifungsi - Varian 65cm-1, 1 Tingkat",1,169000,NULL,NULL,NULL,NULL
"2022-08-12",402,"PULMICORT 0.25MG RESPULES 5`S/BUDESONIDE/ASMA/SESAK NAFAS",3,217500,2,"GRATIS_ONGKIR",5000,212500
"2022-08-12",152,"Sweater Hoodie Jumper Premium-Sablon Custom Satuan Full Warna - Logo dada Kiri, M",1,74000,NULL,NULL,NULL,NULL
"2022-08-12",221,"Hoodie Jumper Jaket Sweater Polos Unisex - Abu Muda",2,112000,2,"GRATIS_ONGKIR",5000,107000
"2022-08-12",72,"Pompa Galon Air Elektrik B14 Water Dispenser Electric Pump Automatic",2,220000,NULL,NULL,NULL,NULL
"2022-08-12",322,"ESQA Flawless Liquid Mini Concealer - Vanilla",2,90000,2,"GRATIS_ONGKIR",5000,85000
"2022-08-12",56,"REGULATOR WINN GAS LPG Tekanan Tinggi High Pressure w 181 nm",2,131000,NULL,NULL,NULL,NULL
"2022-08-12",61,"Pompa sirup monin 8 ml, syrup pump, pompa syrup, pompa botol sirup - Hitam",3,29700,NULL,NULL,NULL,NULL
"2022-08-12",112,"Senter Jarak Jauh Presentasi Rechargeable Green Laser Pointer 303",2,112000,2,"GRATIS_ONGKIR",5000,107000
"2022-08-12",421,"LO HAN KUO LOHANKUO LOHAN KUO INFUSION SSA",1,21500,NULL,NULL,NULL,NULL
"2022-08-12",141,"cetak id card satuan",1,3750,NULL,NULL,NULL,NULL
"2022-08-12",289,"Baju Inner Tanpa Lengan Sleeveless - Atasan Daleman Busui / Blazer - Hitam, L",1,55000,2,"GRATIS_ONGKIR",5000,50000
"2022-08-12",303,"MAKE OVER Powerstay Demi-Matte Cover Cushion 15 g - N10 Marble",1,168750,2,"GRATIS_ONGKIR",5000,163750
"2022-08-12",220,"Outerwear Pria Erigo Hoodie Godfrey Fleece Black - M",2,390000,2,"GRATIS_ONGKIR",5000,385000
"2022-08-12",426,"CANDESARTAN OGB DEXA MEDICA 16 MG BOX 30 TABLET",2,37386,2,"GRATIS_ONGKIR",5000,32386
"2022-08-12",291,"Inner Tanpa Lengan Putih Wanita Dalaman Blazer - Hitam , M - Hitam, M",1,59900,NULL,NULL,NULL,NULL
"2022-08-12",196,"Terbaru, Jaket Parasut Original Waterproof - Trov Maron Grey, L",2,338000,2,"GRATIS_ONGKIR",5000,333000
"2022-08-12",409,"SUVESCO 20 MG BOX 20 TABLET",3,117003,NULL,NULL,NULL,NULL
"2022-08-12",233,"Parayu - Jas Blazer Wanita Kancing Satu Formal Kantoran - Hitam, M",3,487500,2,"GRATIS_ONGKIR",5000,482500
"2022-08-12",337,"BNB barenbliss Korean Bloomatte True Beauty Inside Cushion - 01 Light Petal",2,270200,NULL,NULL,NULL,NULL
"2022-08-12",424,"AMLODIPINE BESILATE KIMIA FARMA 10 MG BOX 50 TABLET",1,12125,2,"GRATIS_ONGKIR",5000,7125
"2022-08-12",252,"Jaket Motor Harian Gunung Casual Pria Musim Hujan Anti Air Tahan Angin - HITAM ABU, M",1,100000,2,"GRATIS_ONGKIR",5000,95000
"2022-08-12",236,"Blazer Kerja Wanita Formal Lengan Panjang Hitam High Quality - Abu, S",1,65000,NULL,NULL,NULL,NULL
"2022-08-12",382,"AMLODIPINE 10 MG STRIP 10 TABLET",3,14622,NULL,NULL,NULL,NULL
"2022-08-12",164,"Jaket Semi Parka, Kemeja Semi Parka, Canvas Trucker - Black, M",2,270000,NULL,NULL,NULL,NULL
"2022-08-12",382,"AMLODIPINE 10 MG STRIP 10 TABLET",2,9748,NULL,NULL,NULL,NULL
"2022-08-13",360,"SOMETHINC Under Control HD Blur Loose Setting Powder - Beige",1,115000,2,"GRATIS_ONGKIR",5000,110000
"2022-08-13",64,"TIMBANGAN DAPUR DIGITAL MAX 10 KG",2,49000,NULL,NULL,NULL,NULL
"2022-08-13",278,"Festa Jaune",1,150000,2,"GRATIS_ONGKIR",5000,145000
"2022-08-13",27,"BENZ BZ-030 Timbangan Duduk Digital 30 Kg - Buah Sayur Laundry Scale",1,299999,2,"GRATIS_ONGKIR",5000,294999
"2022-08-13",5,"THOME Timbangan Dapur Digital 10kg /QUALITY Kitchen Scale Kue Makanan - Black",1,84750,2,"GRATIS_ONGKIR",5000,79750
